0.57164,-4.84857,-1.41747
0.625532,-4.83177,-1.41707
0.741978,-4.79395,-1.41731
0.891921,-4.73287,-1.41761
1.05798,-4.65387,-1.41697
1.19934,-4.56208,-1.41769
1.34407,-4.46416,-1.41741
1.48083,-4.3538,-1.41688
1.60069,-4.23442,-1.4183
1.73441,-4.11793,-1.41697
1.84357,-3.98396,-1.41774
1.93466,-3.83555,-1.41732
2.00509,-3.67623,-1.41754
2.04596,-3.50763,-1.41723
2.06912,-3.33492,-1.41739
2.1025,-3.165,-1.41756
2.16014,-3.00083,-1.41714
2.23071,-2.84208,-1.4176
2.30819,-2.68744,-1.41728
2.39142,-2.53441,-1.41745
2.46358,-2.37746,-1.41744
2.53282,-2.21757,-1.41757
2.58901,-2.05443,-1.41655
2.64109,-1.8875,-1.41837
2.69056,-1.72275,-1.41684
2.72701,-1.55151,-1.41777
2.76195,-1.38301,-1.41731
2.79221,-1.21141,-1.41708
2.81141,-1.03897,-1.41818
2.81617,-0.865853,-1.41654
2.81185,-0.691156,-1.41797
2.82135,-0.519804,-1.41691
2.83854,-0.345094,-1.41775
2.87765,-0.177503,-1.41729
2.90654,-0.00446739,-1.41707
2.93919,0.163305,-1.41727
2.96195,0.341742,-1.41875
3.00859,0.497909,-1.41674
3.06071,0.630338,-1.41765
3.04399,0.674241,-1.41739
0.505492,-4.89464,-1.42008
0.580693,-4.84739,-1.36732
0.672161,-4.76844,-1.34648
0.830427,-4.75627,-1.30608
1.03524,-4.70955,-1.31728
1.16567,-4.58202,-1.34876
1.29333,-4.47434,-1.33581
1.47011,-4.39689,-1.29724
1.57647,-4.27702,-1.28201
1.72739,-4.15672,-1.30998
1.83183,-3.99868,-1.32161
1.91539,-3.83382,-1.32849
1.98442,-3.67321,-1.32108
2.03371,-3.52539,-1.29296
2.04372,-3.33263,-1.32801
2.09643,-3.17527,-1.319
2.16234,-3.0038,-1.3052
2.22203,-2.82855,-1.3425
2.29897,-2.68001,-1.3369
2.39367,-2.51794,-1.34409
2.46754,-2.36671,-1.34007
2.54662,-2.2109,-1.31858
2.6077,-2.04729,-1.32439
2.64527,-1.86305,-1.32688
2.69563,-1.70232,-1.33642
2.75355,-1.53304,-1.30794
2.78386,-1.35977,-1.3213
2.79429,-1.17287,-1.34285
2.83957,-1.01506,-1.32474
2.8402,-0.822767,-1.20819
2.82956,-0.638185,-1.2259
2.86635,-0.480071,-1.24191
2.85976,-0.290542,-1.29729
2.90737,-0.136521,-1.30693
2.96649,0.00879634,-1.30714
3.01641,0.164489,-1.3147
3.01421,0.403043,-1.33428
3.06498,0.557037,-1.34293
3.12166,0.690101,-1.34975
3.06647,0.725791,-1.41913
0.411086,-4.81054,-1.4103
0.435619,-4.8722,-1.33739
0.558047,-4.7989,-1.30302
0.742691,-4.74548,-1.24676
0.910081,-4.67731,-1.21638
1.05281,-4.5663,-1.22074
1.21408,-4.51159,-1.13875
1.38725,-4.35808,-1.1991
1.5219,-4.26195,-1.14986
1.66334,-4.14003,-1.14594
1.76919,-3.98996,-1.1457
1.86317,-3.8337,-1.12506
1.91647,-3.64124,-1.15467
1.94795,-3.45786,-1.17987
1.96945,-3.27054,-1.19498
2.03745,-3.13055,-1.13977
2.1113,-2.96143,-1.15341
2.18524,-2.78365,-1.17696
2.30375,-2.65483,-1.11759
2.38493,-2.48044,-1.132
2.45888,-2.31388,-1.14864
2.5347,-2.1465,-1.13611
2.5809,-1.96709,-1.17508
2.6448,-1.79271,-1.15391
2.69024,-1.62482,-1.17364
2.72459,-1.43687,-1.18265
2.73428,-1.25327,-1.22232
2.77151,-1.07719,-1.20089
2.81665,-0.919788,-1.17715
2.78158,-0.720791,-1.15511
2.77544,-0.541148,-1.18589
2.79768,-0.375579,-1.21375
2.79244,-0.182394,-1.26761
2.84115,-0.0255755,-1.27552
2.90714,0.119392,-1.27029
2.96849,0.282755,-1.26612
2.94468,0.513995,-1.31939
2.99188,0.664824,-1.33467
3.05386,0.799761,-1.34261
3.07344,0.861312,-1.41601
0.273174,-4.80872,-1.37945
0.281191,-4.86313,-1.32274
0.398039,-4.82006,-1.24011
0.571157,-4.79127,-1.11477
0.749036,-4.71896,-1.05396
0.928925,-4.63791,-1.00786
1.11069,-4.52916,-0.963364
1.27455,-4.4311,-0.943621
1.43494,-4.32413,-0.901781
1.57688,-4.17001,-0.87896
1.69135,-3.99955,-0.879503
1.77222,-3.81668,-0.883733
1.8243,-3.62381,-0.890582
1.84344,-3.43938,-0.902279
1.89,-3.24642,-0.941726
1.97081,-3.07646,-0.928791
2.0577,-2.90347,-0.944444
2.15949,-2.75082,-0.900705
2.26403,-2.58571,-0.932036
2.35976,-2.41765,-0.89806
2.44066,-2.24816,-0.911803
2.51495,-2.06559,-0.907497
2.57712,-1.88468,-0.911396
2.64286,-1.70181,-0.908926
2.68621,-1.52144,-0.934488
2.72157,-1.32732,-0.939573
2.72542,-1.13173,-0.955792
2.73606,-0.952024,-0.991773
2.74618,-0.78179,-1.00618
2.70789,-0.593765,-1.06708
2.71649,-0.427246,-1.12467
2.72904,-0.252103,-1.16485
2.75167,-0.0469758,-1.17453
2.82501,0.123561,-1.13494
2.915,0.287657,-1.09056
3.00411,0.50834,-1.05265
2.90965,0.655549,-1.25743
2.94378,0.801573,-1.31744
3.01096,0.939493,-1.33127
3.11194,1.03287,-1.41833
-0.00476316,-5.03649,-1.32823
0.0694454,-4.92164,-1.31113
0.189647,-4.84626,-1.19956
0.365951,-4.79426,-1.04547
0.584667,-4.75118,-0.935874
0.77047,-4.71389,-0.829965
0.964603,-4.62177,-0.727513
1.15173,-4.49746,-0.684787
1.3193,-4.35172,-0.664165
1.46491,-4.18308,-0.628897
1.57616,-3.99437,-0.609766
1.65421,-3.79215,-0.617945
1.69964,-3.58593,-0.652632
1.73059,-3.38611,-0.675551
1.79937,-3.20202,-0.674009
1.89619,-3.02253,-0.668839
1.9928,-2.85359,-0.656394
2.09558,-2.68102,-0.658198
2.20818,-2.50438,-0.646538
2.29654,-2.33638,-0.634667
2.38604,-2.14687,-0.641892
2.46872,-1.96689,-0.646824
2.54017,-1.77377,-0.656095
2.59744,-1.58184,-0.678982
2.62936,-1.38133,-0.705717
2.6553,-1.18832,-0.727526
2.66412,-0.998821,-0.772858
2.65781,-0.808124,-0.812433
2.6399,-0.626943,-0.850981
2.64362,-0.442251,-0.890952
2.70067,-0.267864,-0.883489
2.75623,-0.0814081,-0.870866
2.77331,0.120872,-0.943378
2.81815,0.278832,-0.979636
2.88217,0.4479,-0.993503
2.95989,0.675107,-1.00503
3.02158,0.846403,-1.06482
3.15156,1.08405,-1.24335
3.20498,1.21956,-1.28179
3.13886,1.22062,-1.41671
-0.214836,-5.07231,-1.33353
-0.123241,-4.93663,-1.3036
-0.00909005,-4.8225,-1.22275
0.177752,-4.82802,-0.965851
0.389709,-4.81882,-0.790312
0.596496,-4.74154,-0.681248
0.823155,-4.64786,-0.561376
1.01476,-4.52065,-0.489963
1.19116,-4.37272,-0.420228
1.33775,-4.17911,-0.382365
1.44348,-3.97196,-0.37276
1.52099,-3.75286,-0.391051
1.54355,-3.5393,-0.419904
1.60806,-3.33259,-0.455312
1.70905,-3.13391,-0.453806
1.80203,-2.95705,-0.434654
1.89216,-2.78001,-0.461297
2.00401,-2.58964,-0.482374
2.12954,-2.40475,-0.43952
2.21896,-2.23837,-0.401251
2.31701,-2.04127,-0.418071
2.39776,-1.85118,-0.417511
2.4615,-1.64454,-0.437373
2.51426,-1.44287,-0.463689
2.545,-1.23566,-0.502905
2.56416,-1.03895,-0.549054
2.56692,-0.850282,-0.602218
2.53833,-0.663073,-0.673478
2.55393,-0.484301,-0.700347
2.60658,-0.299585,-0.743281
2.66049,-0.118093,-0.764306
2.70449,0.0664809,-0.770725
2.7962,0.266753,-0.763396
2.80902,0.434704,-0.870732
2.82518,0.61311,-0.954537
2.88375,0.807558,-1.00519
2.98955,1.01085,-1.10314
3.10707,1.2265,-1.23536
3.16575,1.36319,-1.26989
3.15763,1.40038,-1.41784
-0.383888,-4.95841,-1.40394
-0.288894,-4.8645,-1.33035
-0.192619,-4.80791,-1.19615
-0.0266728,-4.85065,-0.900711
0.169602,-4.82231,-0.706798
0.375966,-4.78523,-0.50993
0.605402,-4.73962,-0.356095
0.848856,-4.59847,-0.243483
1.03655,-4.40024,-0.168848
1.17835,-4.16998,-0.141821
1.28649,-3.94038,-0.137006
1.3491,-3.70078,-0.170612
1.38741,-3.47224,-0.218706
1.47556,-3.27583,-0.218585
1.58162,-3.06563,-0.222154
1.69146,-2.87748,-0.212339
1.79355,-2.68687,-0.185823
1.88916,-2.49915,-0.156888
2.00632,-2.30992,-0.173174
2.11689,-2.12573,-0.186943
2.22322,-1.9223,-0.17563
2.30246,-1.71368,-0.194836
2.35292,-1.49724,-0.232329
2.39378,-1.29151,-0.276841
2.4286,-1.08207,-0.331224
2.42839,-0.895514,-0.404645
2.4003,-0.701672,-0.498922
2.42827,-0.518736,-0.545346
2.50235,-0.346373,-0.557116
2.58562,-0.158014,-0.555137
2.62524,0.0302273,-0.611617
2.67308,0.215152,-0.672852
2.77157,0.419119,-0.678749
2.81018,0.60151,-0.747808
2.84081,0.776525,-0.818306
2.8513,0.963879,-0.982034
2.97229,1.19445,-1.14323
3.0479,1.36357,-1.23242
3.11238,1.50234,-1.27237
3.17472,1.58468,-1.4171
-0.548187,-4.88315,-1.41942
-0.486852,-4.82974,-1.33178
-0.394315,-4.82132,-1.12374
-0.23197,-4.81059,-0.883207
-0.0311547,-4.80496,-0.634756
0.191889,-4.80964,-0.370896
0.413431,-4.75753,-0.204554
0.66561,-4.63447,-0.0364743
0.874512,-4.4161,0.0789294
1.01379,-4.14515,0.0954537
1.11034,-3.88844,0.0789202
1.17643,-3.64001,0.0374365
1.30308,-3.4226,0.0423379
1.41973,-3.22335,0.0582501
1.46881,-2.98461,-0.000335078
1.55184,-2.77873,-0.0155651
1.66899,-2.57771,-0.0358208
1.77613,-2.38051,-0.0267235
1.87205,-2.18904,-0.00355567
1.98686,-1.9868,0.0117602
2.08292,-1.77642,0.0145628
2.16183,-1.5596,-0.0142588
2.21327,-1.33961,-0.0727731
2.24279,-1.12766,-0.141405
2.24969,-0.936881,-0.2293
2.24148,-0.740832,-0.330488
2.28052,-0.553384,-0.382098
2.40366,-0.384047,-0.370538
2.51192,-0.204427,-0.363098
2.52939,0.00575825,-0.422785
2.59253,0.194177,-0.467085
2.6756,0.381316,-0.501458
2.71833,0.584279,-0.614476
2.77771,0.783872,-0.653307
2.86462,0.979032,-0.68496
2.94233,1.21285,-0.895143
3.02168,1.39042,-0.995758
3.11876,1.58001,-1.19299
3.19861,1.74103,-1.33121
3.18512,1.76975,-1.41748
-0.723841,-4.82558,-1.41715
